PRODUCTID,PRODUCTNDC,PRODUCTTYPENAME,NONPROPRIETARYNAME,DOSAGEFORMNAME,STARTMARKETINGDATE,ENDMARKETINGDATE,MARKETINGCATEGORYNAME,LABELERNAME,SUBSTANCENAME,ACTIVE_NUMERATOR_STRENGTH,ACTIVE_INGRED_UNIT,DEASCHEDULE
0110-0507_667171ed-67c1-4812-8485-365d9257cc06,0110-0507,BULK INGREDIENT,Duloxetine hydrochloride,POWDER,20070202,,BULK INGREDIENT,"Lilly del Caribe, Inc.",DULOXETINE HYDROCHLORIDE,1,kg/kg,
0110-3601_3f4bb34d-e813-4ac1-a324-07da40f84793,0110-3601,BULK INGREDIENT,Methionyl Aspartyl Human Growth Hormone,GRANULE,20091001,,BULK INGREDIENT,"Lilly del Caribe, Inc.",METHIONYL ASPARTYL HUMAN GROWTH HORMONE,1,kg/kg,
0110-4483_66a9786d-97f3-46fc-ace4-cdd83ecf3f04,0110-4483,DRUG FOR FURTHER PROCESSING,abemaciclib,TABLET,20170928,,DRUG FOR FURTHER PROCESSING,"Lilly del Caribe, Inc.",ABEMACICLIB,50,mg/1,
0110-4815_66a9786d-97f3-46fc-ace4-cdd83ecf3f04,0110-4815,DRUG FOR FURTHER PROCESSING,abemaciclib,TABLET,20170928,,DRUG FOR FURTHER PROCESSING,"Lilly del Caribe, Inc.",ABEMACICLIB,100,mg/1,
0110-5337_66a9786d-97f3-46fc-ace4-cdd83ecf3f04,0110-5337,DRUG FOR FURTHER PROCESSING,abemaciclib,TABLET,20170928,,DRUG FOR FURTHER PROCESSING,"Lilly del Caribe, Inc.",ABEMACICLIB,150,mg/1,
0110-6216_66a9786d-97f3-46fc-ace4-cdd83ecf3f04,0110-6216,DRUG FOR FURTHER PROCESSING,abemaciclib,TABLET,20170928,,DRUG FOR FURTHER PROCESSING,"Lilly del Caribe, Inc.",ABEMACICLIB,200,mg/1,
0113-3016_674d810b-82a3-4527-b673-0770adb0d676,0113-3016,DRUG FOR FURTHER PROCESSING,bismuth subsalicylate,"TABLET, CHEWABLE",19910415,,DRUG FOR FURTHER PROCESSING,L. Perrigo Company,BISMUTH SUBSALICYLATE,262,mg/1,
0113-4000_9fb59256-89b9-41c7-839d-9eddd57eebb7,0113-4000,DRUG FOR FURTHER PROCESSING,ibuprofen,"TABLET, FILM COATED",19880115,,DRUG FOR FURTHER PROCESSING,L. Perrigo Company,IBUPROFEN,200,mg/1,
0113-4001_e83a52e3-87ef-445c-8428-9cb99678a6df,0113-4001,DRUG FOR FURTHER PROCESSING,ibuprofen,"TABLET, COATED",19880615,,DRUG FOR FURTHER PROCESSING,L. Perrigo Company,IBUPROFEN,200,mg/1,
0113-4002_ff2175a2-4ad0-4f8f-b299-3c81a2b5e7ee,0113-4002,DRUG FOR FURTHER PROCESSING,aspirin,TABLET,19870715,,DRUG FOR FURTHER PROCESSING,L. Perrigo Company,ASPIRIN,325,mg/1,
0113-4003_031def35-0f5f-4911-b916-5a6f4e7dd62a,0113-4003,DRUG FOR FURTHER PROCESSING,ibuprofen,"TABLET, FILM COATED",20060426,,DRUG FOR FURTHER PROCESSING,L. Perrigo Company,IBUPROFEN,200,mg/1,
0113-4004_5cc85fc5-d263-479f-b489-7bd1951e2d31,0113-4004,DRUG FOR FURTHER PROCESSING,acetaminophen,"TABLET, FILM COATED, EXTENDED RELEASE",20000512,,DRUG FOR FURTHER PROCESSING,L. Perrigo Company,ACETAMINOPHEN,650,mg/1,
0113-4005_f03867a8-1ca9-40f5-91bd-2d45ac15019a,0113-4005,DRUG FOR FURTHER PROCESSING,aspirin,"TABLET, CHEWABLE",19920805,,DRUG FOR FURTHER PROCESSING,L. Perrigo Company,ASPIRIN,81,mg/1,
0113-4006_5b68ab5a-fd56-460f-9f97-176430695e40,0113-4006,DRUG FOR FURTHER PROCESSING,ibuprofen,"TABLET, COATED",20060217,,DRUG FOR FURTHER PROCESSING,L. Perrigo Company,IBUPROFEN,200,mg/1,
0113-4007_c53b0114-b5a1-4b9c-a297-17faa4b0ddc4,0113-4007,DRUG FOR FURTHER PROCESSING,"diphenhydramine citrate, ibuprofen","TABLET, COATED",20090217,,DRUG FOR FURTHER PROCESSING,L. Perrigo Company,DIPHENHYDRAMINE CITRATE; IBUPROFEN,38; 200,mg/1; mg/1,
0113-4008_59531014-5c6b-4c99-925f-14e7eda66254,0113-4008,DRUG FOR FURTHER PROCESSING,"acetaminophen, aspirin, caffeine","TABLET, FILM COATED",20020416,,DRUG FOR FURTHER PROCESSING,L. Perrigo Company,ACETAMINOPHEN; ASPIRIN; CAFFEINE,250; 250; 65,mg/1; mg/1; mg/1,
0113-4009_87a78a58-f470-477f-b6d9-676ef7e65a4e,0113-4009,DRUG FOR FURTHER PROCESSING,aspirin,"TABLET, CHEWABLE",19961022,,DRUG FOR FURTHER PROCESSING,L. Perrigo Company,ASPIRIN,81,mg/1,
0113-4010_fd64baff-7c16-4a81-aa70-8aca536f28a2,0113-4010,DRUG FOR FURTHER PROCESSING,acetaminophen,"TABLET, FILM COATED",20060803,,DRUG FOR FURTHER PROCESSING,L. Perrigo Company,ACETAMINOPHEN,650,mg/1,
0113-4011_1ef7d72c-b853-4f6d-bb99-37f5b112399d,0113-4011,DRUG FOR FURTHER PROCESSING,"ibuprofen, diphenhydramine citrate","TABLET, COATED",20091124,,DRUG FOR FURTHER PROCESSING,L. Perrigo Company,IBUPROFEN; DIPHENHYDRAMINE CITRATE,200; 38,mg/1; mg/1,
0113-4012_1650ebdc-0798-42dc-b00e-4419c0cd9118,0113-4012,DRUG FOR FURTHER PROCESSING,aspirin,TABLET,20130605,,DRUG FOR FURTHER PROCESSING,L. Perrigo Company,ASPIRIN,325,mg/1,
0113-4013_a29aded3-5264-48db-8664-ced8d3e93ccc,0113-4013,DRUG FOR FURTHER PROCESSING,acetaminophen,"TABLET, FILM COATED, EXTENDED RELEASE",20050326,,DRUG FOR FURTHER PROCESSING,L. Perrigo Company,ACETAMINOPHEN,650,mg/1,
0113-4014_d1992fb2-7bdf-4c1a-b546-69e7ea2251d6,0113-4014,DRUG FOR FURTHER PROCESSING,"diphenhydramine citrate, ibuprofen","TABLET, COATED",20100209,,DRUG FOR FURTHER PROCESSING,L. Perrigo Company,DIPHENHYDRAMINE CITRATE; IBUPROFEN,38; 200,mg/1; mg/1,
0113-4015_c70fa2ce-6dd9-4ecf-8f54-50690512a605,0113-4015,DRUG FOR FURTHER PROCESSING,"acetaminophen, dextromethorphan hydrobromide, doxylamine succinate",SOLUTION,20110816,,DRUG FOR FURTHER PROCESSING,L. Perrigo Company,ACETAMINOPHEN; DEXTROMETHORPHAN HYDROBROMIDE; DOXYLAMINE SUCCINATE,650; 30; 12.5,mg/30mL; mg/30mL; mg/30mL,
0113-4016_edc5dc49-ef60-4e38-ac20-4314ec5d753d,0113-4016,DRUG FOR FURTHER PROCESSING,"acetaminophen, dextromethorphan hydrobromide, doxylamine succinate",SOLUTION,20110808,,DRUG FOR FURTHER PROCESSING,L. Perrigo Company,ACETAMINOPHEN; DEXTROMETHORPHAN HYDROBROMIDE; DOXYLAMINE SUCCINATE,650; 30; 12.5,mg/30mL; mg/30mL; mg/30mL,
0113-4017_4cc3b2ff-5d66-443e-9c82-fc46d5d863ee,0113-4017,DRUG FOR FURTHER PROCESSING,"acetaminophen, dextromethorphan hydrobromide, phenylephrine hydrochloride",SOLUTION,20060928,,DRUG FOR FURTHER PROCESSING,L. Perrigo Company,ACETAMINOPHEN; DEXTROMETHORPHAN HYDROBROMIDE; PHENYLEPHRINE HYDROCHLORIDE,325; 10; 5,mg/15mL; mg/15mL; mg/15mL,
0113-4018_c0f5075d-a1fc-43e6-8dbe-e6e50c2f5de7,0113-4018,DRUG FOR FURTHER PROCESSING,"acetaminophen, dextromethorphan hydrobromide, doxylamine succinate, pheylyephrine hydrochloride",SOLUTION,20131119,,DRUG FOR FURTHER PROCESSING,L. Perrigo Company,ACETAMINOPHEN; DEXTROMETHORPHAN HYDROBROMIDE; DOXYLAMINE SUCCINATE; PHENYLEPHRINE HYDROCHLORIDE,650; 20; 12.5; 10,mg/30mL; mg/30mL; mg/30mL; mg/30mL,
0113-4019_0192b720-6492-43f9-96ff-4f07854260b6,0113-4019,DRUG FOR FURTHER PROCESSING,"acetaminophen, dextromethorphan hydrobromide, guaifenesin and phenylephrine hydrochloride",SOLUTION,20131119,,DRUG FOR FURTHER PROCESSING,L. Perrigo Company,ACETAMINOPHEN; DEXTROMETHORPHAN HYDROBROMIDE; GUAIFENESIN; PHENYLEPHRINE HYDROCHLORIDE,325; 10; 200; 5,mg/15mL; mg/15mL; mg/15mL; mg/15mL,
0113-4020_b0738051-2d8f-4b91-a99a-6894d2d3d7cb,0113-4020,DRUG FOR FURTHER PROCESSING,ibuprofen,SUSPENSION,19981230,,DRUG FOR FURTHER PROCESSING,L. Perrigo Company,IBUPROFEN,100,mg/5mL,
0113-4021_8b5178be-2129-4ec5-b00f-0403ec306d81,0113-4021,DRUG FOR FURTHER PROCESSING,ibuprofen,SUSPENSION,20020304,,DRUG FOR FURTHER PROCESSING,L. Perrigo Company,IBUPROFEN,100,mg/5mL,
0113-4022_73789453-9c02-4b1f-82be-362065f33ec6,0113-4022,DRUG FOR FURTHER PROCESSING,ibuprofen,SUSPENSION,20020306,,DRUG FOR FURTHER PROCESSING,L. Perrigo Company,IBUPROFEN,100,mg/5mL,
0113-4023_c2885f62-c9bb-49fc-bd26-79fcd830f04a,0113-4023,DRUG FOR FURTHER PROCESSING,ibuprofen,SUSPENSION,20090401,,DRUG FOR FURTHER PROCESSING,L. Perrigo Company,IBUPROFEN,100,mg/5mL,
0113-4024_5d8d78af-dd0e-4a4c-9a63-732cd69afe4f,0113-4024,DRUG FOR FURTHER PROCESSING,"acetaminophen, dextromethorphan hydrobromide, doxylamine succinate, phenylephrine hydrochloride",SOLUTION,20150723,,DRUG FOR FURTHER PROCESSING,L. Perrigo Company,ACETAMINOPHEN; DEXTROMETHORPHAN HYDROBROMIDE; DOXYLAMINE SUCCINATE; PHENYLEPHRINE HYDROCHLORIDE,650; 20; 12.5; 10,mg/30mL; mg/30mL; mg/30mL; mg/30mL,
0113-4025_d1071791-999c-4cce-a6ad-06edf2b2eed3,0113-4025,DRUG FOR FURTHER PROCESSING,"acetaminophen, dextromethorphan hydrobromide, doxylamine succinate",SOLUTION,20120717,,DRUG FOR FURTHER PROCESSING,L. Perrigo Company,ACETAMINOPHEN; DEXTROMETHORPHAN HYDROBROMIDE; DOXYLAMINE SUCCINATE,650; 30; 12.5,mg/30mL; mg/30mL; mg/30mL,
0113-4026_57c96859-021a-495d-ba8e-b4d5fc32ed50,0113-4026,DRUG FOR FURTHER PROCESSING,"acetaminophen, dextromethorphan hydrobromide, doxylamine succinate, pseudoephedrine hydrochloride",SOLUTION,19890115,,DRUG FOR FURTHER PROCESSING,L. Perrigo Company,ACETAMINOPHEN; DEXTROMETHORPHAN HYDROBROMIDE; DOXYLAMINE SUCCINATE; PSEUDOEPHEDRINE HYDROCHLORIDE,1000; 30; 12.5; 60,mg/30mL; mg/30mL; mg/30mL; mg/30mL,
0113-4027_033dfd15-7231-4335-a557-e873189e393d,0113-4027,DRUG FOR FURTHER PROCESSING,"acetaminophen, dextromethorphan hydrobromide, doxylamine succinate, phenylephrine hydrochloride",SOLUTION,20150930,,DRUG FOR FURTHER PROCESSING,L. Perrigo Company,ACETAMINOPHEN; DEXTROMETHORPHAN HYDROBROMIDE; DOXYLAMINE SUCCINATE; PHENYLEPHRINE HYDROCHLORIDE,325; 10; 6.25; 5,mg/15mL; mg/15mL; mg/15mL; mg/15mL,
0113-4028_e45781c4-0230-4db8-b400-d0c3dc35f43f,0113-4028,DRUG FOR FURTHER PROCESSING,"acetaminophen, dextromethorphan hydrobromide, guaifenesin and phenylephrine hydrochloride",SOLUTION,20160706,,DRUG FOR FURTHER PROCESSING,L. Perrigo Company,ACETAMINOPHEN; DEXTROMETHORPHAN HYDROBROMIDE; GUAIFENESIN; PHENYLEPHRINE HYDROCHLORIDE,650; 20; 400; 10,mg/20mL; mg/20mL; mg/20mL; mg/20mL,
0113-4029_3ce65838-3f0f-4f33-b526-aeec8a5cf704,0113-4029,DRUG FOR FURTHER PROCESSING,"acetaminophen, dextromethorphan hydrobromide, doxylamine succinate, pseudoephedrine hydrochloride",SYRUP,19891115,,DRUG FOR FURTHER PROCESSING,L. Perrigo Company,ACETAMINOPHEN; DEXTROMETHORPHAN HYDROBROMIDE; DOXYLAMINE SUCCINATE; PSEUDOEPHEDRINE HYDROCHLORIDE,1000; 30; 12.5; 60,mg/30mL; mg/30mL; mg/30mL; mg/30mL,
0113-4030_872c868a-8857-4a0f-b0d9-5617be0aa75d,0113-4030,DRUG FOR FURTHER PROCESSING,"acetaminophen, dextromethorphan hydrobromide, doxylamine succinate",SOLUTION,20121129,,DRUG FOR FURTHER PROCESSING,L. Perrigo Company,ACETAMINOPHEN; DEXTROMETHORPHAN HYDROBROMIDE; DOXYLAMINE SUCCINATE,650; 30; 12.6,mg/30mL; mg/30mL; mg/30mL,
0113-4031_e3792296-9e24-4568-ae74-ead9c1e846a3,0113-4031,DRUG FOR FURTHER PROCESSING,"acetaminophen, dextromethorphan hydrobromide, doxylamine succinate",SOLUTION,20150727,,DRUG FOR FURTHER PROCESSING,L. Perrigo Company,ACETAMINOPHEN; DEXTROMETHORPHAN HYDROBROMIDE; DOXYLAMINE SUCCINATE,650; 30; 12.5,mg/30mL; mg/30mL; mg/30mL,
0113-5000_af535b98-ba2f-4d0f-baba-91a68620acd6,0113-5000,DRUG FOR FURTHER PROCESSING,"acetaminophen, dextromethorphan hydrobromide, guaifenesin, phenylephrine hydrochloride",TABLET,20121215,,DRUG FOR FURTHER PROCESSING,L. Perrigo Company,ACETAMINOPHEN; DEXTROMETHORPHAN HYDROBROMIDE; GUAIFENESIN; PHENYLEPHRINE HYDROCHLORIDE,325; 10; 200; 10,mg/1; mg/1; mg/1; mg/1,
0113-5001_f48020c2-3e91-4534-a789-a4c095927695,0113-5001,DRUG FOR FURTHER PROCESSING,"acetaminophen, diphenhydramine hydrochloride",TABLET,20161027,,DRUG FOR FURTHER PROCESSING,L. Perrigo Company,ACETAMINOPHEN; DIPHENHYDRAMINE HYDROCHLORIDE,500; 25,mg/1; mg/1,
0113-9445_628df5e3-d683-4876-8711-688dfec12ac2,0113-9445,BULK INGREDIENT,"acetaminophen, diphenhydramine hydrochloride, phenylephrine hydrochloride","POWDER, FOR SOLUTION",20140205,,DRUG FOR FURTHER PROCESSING,L. Perrigo Company,ACETAMINOPHEN; DIPHENHYDRAMINE HYDROCHLORIDE; PHENYLEPHRINE HYDROCHLORIDE,650; 25; 10,mg/1; mg/1; mg/1,
0116-0100_3b8b461a-d3c7-3962-e054-00144ff88e88,0116-0100,BULK INGREDIENT,Chlorhexidine Gluconate 20% Solution,LIQUID,19850101,,BULK INGREDIENT,"Xttrium Laboratories, Inc.",CHLORHEXIDINE,20,g/20g,
0164-0025_5d586e1b-869f-4f3a-88b9-3ec37ff48b9e,0164-0025,BULK INGREDIENT,BETULA PENDULA LEAF,TINCTURE,20160509,,DRUG FOR FURTHER PROCESSING,"Weleda A.G. SchwÑbisch GmÅnd, Zweigniederlassung der Weled",BETULA PENDULA LEAF,1,kg/kg,
0164-0030_29ed4e9f-eab5-473f-9f40-dd035adb21ba,0164-0030,BULK INGREDIENT,CALENDULA OFFICINALIS FLOWERING TOP,TINCTURE,20160509,,DRUG FOR FURTHER PROCESSING,"Weleda A.G. SchwÑbisch GmÅnd, Zweigniederlassung der Weled",CALENDULA OFFICINALIS FLOWERING TOP,1,kg/kg,
0164-0046_0809a62a-837e-46b8-aec5-ea37fe8180a8,0164-0046,BULK INGREDIENT,CUCURBITA PEPO FLOWER,TINCTURE,20160509,,DRUG FOR FURTHER PROCESSING,"Weleda A.G. SchwÑbisch GmÅnd, Zweigniederlassung der Weled",CUCURBITA PEPO FLOWER,1,kg/kg,
0164-0051_454ea13a-3794-43ca-94ed-d4e62b4fff6b,0164-0051,BULK INGREDIENT,EUCALYPTUS GLOBULUS LEAF,TINCTURE,20160509,,DRUG FOR FURTHER PROCESSING,"Weleda A.G. SchwÑbisch GmÅnd, Zweigniederlassung der Weled",EUCALYPTUS GLOBULUS LEAF,1,kg/kg,
0164-0052_d901a50c-7c08-4a5a-aee1-918c9d11aad8,0164-0052,BULK INGREDIENT,EUPATORIUM PERFOLIATUM FLOWERING TOP,TINCTURE,20160509,,DRUG FOR FURTHER PROCESSING,"Weleda A.G. SchwÑbisch GmÅnd, Zweigniederlassung der Weled",EUPATORIUM PERFOLIATUM FLOWERING TOP,1,kg/kg,
0164-0056_f0afb153-8b9c-4811-8c06-3d5135b16a1f,0164-0056,BULK INGREDIENT,SAMBUCUS NIGRA FLOWER,TINCTURE,19960110,,BULK INGREDIENT,Weleda AG,SAMBUCUS NIGRA FLOWER,1,kg/kg,
0164-0057_a4a9f261-1ea5-4ec3-ac2b-382e725507de,0164-0057,BULK INGREDIENT,FORMICA RUFA,TINCTURE,20160509,,DRUG FOR FURTHER PROCESSING,"Weleda A.G. SchwÑbisch GmÅnd, Zweigniederlassung der Weled",FORMICA RUFA,1,kg/kg,
0164-0062_783dd526-57f7-4965-bd92-4039584db9e5,0164-0062,BULK INGREDIENT,HYPERICUM PERFORATUM,TINCTURE,20160509,,DRUG FOR FURTHER PROCESSING,"Weleda A.G. SchwÑbisch GmÅnd, Zweigniederlassung der Weled",HYPERICUM PERFORATUM,1,kg/kg,
0164-0065_9a8270e8-320d-4333-b0bf-ffe413d5d3b6,0164-0065,BULK INGREDIENT,"POTASSIUM PHOSPHATE, DIBASIC",TINCTURE,20160509,,DRUG FOR FURTHER PROCESSING,"Weleda A.G. SchwÑbisch GmÅnd, Zweigniederlassung der Weled","POTASSIUM PHOSPHATE, DIBASIC",6,[hp_X]/kg,
0164-0082_b0b6015f-f855-4eaf-8bf6-cf63aacc8c0a,0164-0082,BULK INGREDIENT,QUERCUS ROBUR TWIG BARK,TINCTURE,20120817,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,Weleda AG,QUERCUS ROBUR TWIG BARK,1,kg/kg,
0164-0088_9913195d-df17-4972-850f-616f8799aabf,0164-0088,BULK INGREDIENT,PHOSPHORUS,TINCTURE,20160509,,DRUG FOR FURTHER PROCESSING,"Weleda A.G. SchwÑbisch GmÅnd, Zweigniederlassung der Weled",PHOSPHORUS,3,[hp_X]/kg,
0164-0101_5cb30297-d8ea-4332-a428-b4f52d7110b5,0164-0101,BULK INGREDIENT,ANTIMONY,TINCTURE,20160509,,DRUG FOR FURTHER PROCESSING,"Weleda A.G. SchwÑbisch GmÅnd, Zweigniederlassung der Weled",ANTIMONY,1,kg/kg,
0164-0106_f948e05f-49c8-45e2-8698-8ccef38d97a9,0164-0106,BULK INGREDIENT,URTICA URENS,TINCTURE,20160509,,DRUG FOR FURTHER PROCESSING,"Weleda A.G. SchwÑbisch GmÅnd, Zweigniederlassung der Weled",URTICA URENS,1,kg/kg,
0164-0599_19db9d2d-278e-45d3-aba8-6be61f53dd6f,0164-0599,BULK INGREDIENT,CURCUMA ZANTHORRHIZA ROOT,TINCTURE,20160509,,DRUG FOR FURTHER PROCESSING,"Weleda A.G. SchwÑbisch GmÅnd, Zweigniederlassung der Weled",CURCUMA ZANTHORRHIZA ROOT,1,kg/kg,
0164-1034_246691df-bef2-469d-8b33-41e3d504fcef,0164-1034,BULK INGREDIENT,HYPERICUM OIL,TINCTURE,20121114,,DRUG FOR FURTHER PROCESSING,"Weleda A.G. SchwÑbisch GmÅnd, Zweigniederlassung der Weled",HYPERICUM OIL,0.5,kg/kg,
0164-1041_2d0c5584-a490-4f2f-ba10-9e8f6b63aff9,0164-1041,BULK INGREDIENT,HYOSCYAMUS NIGER,TINCTURE,20160509,,DRUG FOR FURTHER PROCESSING,"Weleda A.G. SchwÑbisch GmÅnd, Zweigniederlassung der Weled",HYOSCYAMUS NIGER,1,kg/kg,
0164-1066_f14e7664-3549-42b1-bb4d-2da8f9ebdff2,0164-1066,BULK INGREDIENT,DRIMIA MARITIMA BULB,TINCTURE,19921208,,BULK INGREDIENT,Weleda AG,DRIMIA MARITIMA BULB,1,kg/kg,
0164-1069_c9b72151-254b-442b-9158-8975131b20ff,0164-1069,BULK INGREDIENT,EQUISETUM ARVENSE TOP,TINCTURE,20140801,,DRUG FOR FURTHER PROCESSING,"Weleda A.G. SchwÑbisch GmÅnd, Zweigniederlassung der Weled",EQUISETUM ARVENSE TOP,1,kg/kg,
0164-1076_feaf51de-6c40-44d0-91b4-727e1f6e9a68,0164-1076,BULK INGREDIENT,PRIMULA VERIS,TINCTURE,20160509,,DRUG FOR FURTHER PROCESSING,"Weleda A.G. SchwÑbisch GmÅnd, Zweigniederlassung der Weled",PRIMULA VERIS,1,kg/kg,
0164-1080_d89f92b2-fe40-4547-9b43-a6e9a410bacc,0164-1080,BULK INGREDIENT,SCHOENOCAULON OFFICINALE SEED,TINCTURE,20160509,,DRUG FOR FURTHER PROCESSING,"Weleda A.G. SchwÑbisch GmÅnd, Zweigniederlassung der Weled",SCHOENOCAULON OFFICINALE SEED,1,kg/kg,
0164-1087_97c0c695-d04c-436a-8023-db77b7d5bce0,0164-1087,BULK INGREDIENT,COCHLEARIA OFFICINALIS FLOWERING TOP,TINCTURE,20160509,,DRUG FOR FURTHER PROCESSING,"Weleda A.G. SchwÑbisch GmÅnd, Zweigniederlassung der Weled",COCHLEARIA OFFICINALIS FLOWERING TOP,1,kg/kg,
0164-1088_0c4355cf-35d2-46d9-978c-ea79a602dd81,0164-1088,BULK INGREDIENT,HAWTHORN LEAF WITH FLOWER,TINCTURE,20160509,,DRUG FOR FURTHER PROCESSING,"Weleda A.G. SchwÑbisch GmÅnd, Zweigniederlassung der Weled",HAWTHORN LEAF WITH FLOWER,1,kg/kg,
0164-1105_32be2533-4d95-4eee-879b-212c50f69618,0164-1105,BULK INGREDIENT,ANTIMONY POTASSIUM TARTRATE,TINCTURE,20140321,,DRUG FOR FURTHER PROCESSING,"Weleda A.G. SchwÑbisch GmÅnd, Zweigniederlassung der Weled",ANTIMONY POTASSIUM TARTRATE,1,kg/kg,
0164-1116_9b553d7e-b3fb-46ff-a2d5-a518f9a3ee03,0164-1116,BULK INGREDIENT,"SPONGIA OFFICINALIS SKELETON, ROASTED",TINCTURE,20160509,,DRUG FOR FURTHER PROCESSING,"Weleda A.G. SchwÑbisch GmÅnd, Zweigniederlassung der Weled","SPONGIA OFFICINALIS SKELETON, ROASTED",1,kg/kg,
0164-1133_671bffb8-e8fa-4b1b-85e5-503e05efa2d0,0164-1133,BULK INGREDIENT,KALANCHOE PINNATA LEAF,TINCTURE,20140321,,DRUG FOR FURTHER PROCESSING,"Weleda A.G. SchwÑbisch GmÅnd, Zweigniederlassung der Weled",KALANCHOE PINNATA LEAF,0.5,kg/kg,
0164-1152_ba5db46a-6149-4510-8d89-f711a52a4eb3,0164-1152,BULK INGREDIENT,IRON,TINCTURE,20110124,,DRUG FOR FURTHER PROCESSING,Weleda AG,IRON,3.3,g/kg,
0164-1174_906aa642-2b0b-4ac2-bec3-4d78fb2a09c8,0164-1174,BULK INGREDIENT,DROSERA ROTUNDIFOLIA,TINCTURE,20140226,,DRUG FOR FURTHER PROCESSING,"Weleda A.G. SchwÑbisch GmÅnd, Zweigniederlassung der Weled",DROSERA ROTUNDIFOLIA,1,kg/kg,
0164-1176_de85ad0c-1011-40dc-b7c1-bac365942453,0164-1176,BULK INGREDIENT,IPECAC,TINCTURE,20140226,,DRUG FOR FURTHER PROCESSING,"Weleda A.G. SchwÑbisch GmÅnd, Zweigniederlassung der Weled",IPECAC,1,[hp_X]/kg,
0164-1275_d441c3b6-fbc8-4811-890a-c380b53eff15,0164-1275,BULK INGREDIENT,WITCH HAZEL,TINCTURE,20120905,,DRUG FOR FURTHER PROCESSING,Weleda AG,WITCH HAZEL,0.82,kg/kg,
0164-1311_22eb47be-b455-46be-a092-b92df62f1576,0164-1311,BULK INGREDIENT,Angelica archangelica root,TINCTURE,20141017,,DRUG FOR FURTHER PROCESSING,"Weleda A.G. SchwÑbisch GmÅnd, Zweigniederlassung der Weled",ANGELICA ARCHANGELICA ROOT,1,kg/kg,
0164-1316_e70eed57-0c8c-4466-ad9b-41d51f78ed8f,0164-1316,BULK INGREDIENT,CALCIUM FLUORIDE,TINCTURE,20150226,,DRUG FOR FURTHER PROCESSING,"Weleda A.G. SchwÑbisch GmÅnd, Zweigniederlassung der Weled",CALCIUM FLUORIDE,1,kg/kg,
0164-1320_32231a3f-a9aa-4e0b-a1b7-676e525ffa7b,0164-1320,BULK INGREDIENT,MATRICARIA RECUTITA,TINCTURE,20100218,,BULK INGREDIENT,Weleda AG,MATRICARIA RECUTITA,1,kg/kg,
0164-1321_5578320a-de32-4d01-947e-a63acac0ace4,0164-1321,BULK INGREDIENT,MERCURIUS SOLUBILIS,TINCTURE,20140801,,DRUG FOR FURTHER PROCESSING,"Weleda A.G. SchwÑbisch GmÅnd, Zweigniederlassung der Weled",MERCURIUS SOLUBILIS,1,[hp_X]/kg,
0164-1376_043f3f2d-5ad5-4c35-bb30-b385ac055989,0164-1376,BULK INGREDIENT,URTICA DIOICA,TINCTURE,20130213,,DRUG FOR FURTHER PROCESSING,"Weleda A.G. SchwÑbisch GmÅnd, Zweigniederlassung der Weled",URTICA DIOICA,0.01,kg/kg,
0164-1437_9aee19bb-e3b4-43c6-9864-ea2125fd43dd,0164-1437,BULK INGREDIENT,AESCULUS HIPPOCASTANUM BARK,TINCTURE,20121114,,DRUG FOR FURTHER PROCESSING,"Weleda A.G. SchwÑbisch GmÅnd, Zweigniederlassung der Weled",AESCULUS HIPPOCASTANUM BARK,0.2,kg/kg,
0164-1456_26294d56-85c5-46c1-ad74-5f60c9e46984,0164-1456,BULK INGREDIENT,MATRICARIA RECUTITA,TINCTURE,20100218,,BULK INGREDIENT,Weleda AG,MATRICARIA RECUTITA,1,kg/kg,
0164-1459_ace1e0e2-8a8c-49c1-8aff-5b616196d041,0164-1459,BULK INGREDIENT,PAEONIA OFFICINALIS ROOT,TINCTURE,20110214,,DRUG FOR FURTHER PROCESSING,Weleda AG,PAEONIA OFFICINALIS ROOT,0.33,kg/kg,
0164-1461_b564855f-ac4b-4604-9ba0-42d16ef33927,0164-1461,BULK INGREDIENT,MERCURIC SULFIDE,TINCTURE,20120315,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,Weleda AG,MERCURIC SULFIDE,6,[hp_X]/kg,
0164-1466_f607c269-df29-45d6-acfb-29132f202fe8,0164-1466,BULK INGREDIENT,URTICA DIOICA,TINCTURE,20100318,,BULK INGREDIENT,Weleda AG,URTICA DIOICA,1,kg/kg,
0164-1471_ba2edab5-515b-4fc8-bcdf-51e7c10a1a92,0164-1471,BULK INGREDIENT,PROTORTONIA CACTI,TINCTURE,20140226,,DRUG FOR FURTHER PROCESSING,"Weleda A.G. SchwÑbisch GmÅnd, Zweigniederlassung der Weled",PROTORTONIA CACTI,1,[hp_X]/kg,
0164-1472_4e09fe22-6d7d-46d7-978f-e0032347e907,0164-1472,BULK INGREDIENT,IRON,TINCTURE,20140321,,DRUG FOR FURTHER PROCESSING,"Weleda A.G. SchwÑbisch GmÅnd, Zweigniederlassung der Weled",IRON,1,kg/kg,
0164-1491_c2a48533-e004-46d0-9c0f-efe38bd9b681,0164-1491,BULK INGREDIENT,LILIUM TIGRINUM,TINCTURE,20100119,,BULK INGREDIENT,Weleda AG,LILIUM TIGRINUM,1,kg/kg,
